data,categoria,unidades,preco_medio,receita
2022-04-26,Casa & Jardim,169,255.55,43187.95
2022-04-26,Eletrônicos,251,898.01,225400.51
2022-04-26,Esportes,113,307.85,34787.05
2022-04-26,Moda,356,170.91,60843.96
2022-04-27,Beleza,318,99.8,31736.4
2022-04-27,Casa & Jardim,197,245.98,48458.06
2022-04-27,Eletrônicos,242,897.75,217255.5
2022-04-27,Esportes,136,320.75,43622.0
2022-04-27,Moda,374,191.35,71564.9
2022-04-28,Beleza,312,92.6,28891.2
2022-04-28,Casa & Jardim,219,248.93,54515.67
2022-04-28,Eletrônicos,231,825.1,190598.1
2022-04-28,Esportes,119,304.65,36253.35
2022-04-28,Moda,362,178.28,64537.36
2022-04-29,Beleza,375,102.32,38370.0
2022-04-29,Casa & Jardim,215,277.74,59714.1
2022-04-29,Eletrônicos,321,909.32,291891.72
2022-04-29,Esportes,166,298.1,49484.6
2022-04-29,Moda,482,183.32,88360.24
2022-04-30,Beleza,383,89.93,34443.19
2022-04-30,Casa & Jardim,222,256.66,56978.52
2022-04-30,Eletrônicos,308,876.66,270011.28
2022-04-30,Esportes,139,301.95,41971.05
2022-04-30,Moda,526,193.45,101754.7
2022-05-01,Beleza,630,102.39,64505.7
2022-05-01,Casa & Jardim,211,240.39,50722.29
2022-05-01,Eletrônicos,369,865.64,319421.16
2022-05-01,Esportes,216,331.08,71513.28
2022-05-01,Moda,713,177.63,126650.19
2022-05-02,Beleza,352,88.47,31141.44
2022-05-02,Casa & Jardim,232,263.46,61122.72
2022-05-02,Eletrônicos,312,916.65,285994.8
2022-05-02,Esportes,161,328.67,52915.87
2022-05-02,Moda,395,191.0,75445.0
2022-05-03,Beleza,403,88.26,35568.78
2022-05-03,Casa & Jardim,189,263.68,49835.52
2022-05-03,Eletrônicos,298,901.32,268593.36
2022-05-03,Esportes,184,296.36,54530.24
2022-05-03,Moda,456,177.91,81126.96
2022-05-04,Beleza,396,101.52,40201.92
2022-05-04,Casa & Jardim,202,255.74,51659.48
2022-05-04,Eletrônicos,273,882.74,240988.02
2022-05-04,Esportes,143,326.22,46649.46
2022-05-04,Moda,529,186.32,98563.28
2022-05-05,Beleza,355,94.95,33707.25
2022-05-05,Casa & Jardim,211,250.65,52887.15
2022-05-05,Eletrônicos,369,830.89,306598.41
2022-05-05,Esportes,155,312.7,48468.5
2022-05-05,Moda,647,191.24,123732.28
2022-05-06,Beleza,441,98.17,43292.97
2022-05-06,Casa & Jardim,250,268.71,67177.5
2022-05-06,Eletrônicos,415,821.93,341100.95
2022-05-06,Esportes,210,308.6,64806.0
2022-05-06,Moda,548,171.0,93708.0
2022-05-07,Beleza,595,98.52,58619.4
2022-05-07,Casa & Jardim,287,254.79,73124.73
2022-05-07,Eletrônicos,445,899.92,400464.4
2022-05-07,Esportes,236,338.99,80001.64
2022-05-07,Moda,587,190.32,111717.84
2022-05-08,Beleza,696,97.09,67574.64
2022-05-08,Casa & Jardim,374,262.07,98014.18
2022-05-08,Eletrônicos,634,906.2,574530.8
2022-05-08,Esportes,322,311.93,100441.46
2022-05-08,Moda,891,186.05,165770.55
2022-05-09,Beleza,482,88.47,42642.54
2022-05-09,Casa & Jardim,285,273.83,78041.55
2022-05-09,Eletrônicos,473,890.57,421239.61
2022-05-09,Esportes,221,339.6,75051.6
2022-05-09,Moda,762,174.65,133083.3
2022-05-10,Beleza,566,102.54,58037.64
2022-05-10,Casa & Jardim,259,272.71,70631.89
2022-05-10,Eletrônicos,682,870.4,593612.8
2022-05-10,Esportes,246,321.42,79069.32
2022-05-10,Moda,736,178.83,131618.88
2022-05-11,Beleza,433,94.61,40966.13
2022-05-11,Casa & Jardim,271,273.2,74037.2
2022-05-11,Eletrônicos,510,903.04,460550.4
2022-05-11,Esportes,299,332.76,99495.24
2022-05-11,Moda,656,175.9,115390.4
2022-05-12,Beleza,562,99.51,55924.62
2022-05-12,Casa & Jardim,280,277.9,77812.0
2022-05-12,Eletrônicos,509,827.97,421436.73
2022-05-12,Esportes,241,343.79,82853.39
2022-05-12,Moda,804,175.25,140901.0
2022-05-13,Beleza,766,96.45,73880.7
2022-05-13,Casa & Jardim,340,253.24,86101.6
2022-05-13,Eletrônicos,484,860.65,416554.6
2022-05-13,Esportes,255,325.88,83099.4
2022-05-13,Moda,775,170.6,132215.0
2022-05-14,Beleza,731,96.59,70607.29
2022-05-14,Casa & Jardim,353,275.42,97223.26
2022-05-14,Eletrônicos,590,786.89,464265.1
2022-05-14,Esportes,317,319.1,101154.7
2022-05-14,Moda,982,168.5,165467.0
2022-05-15,Beleza,569,96.98,55181.62
2022-05-15,Casa & Jardim,188,253.11,47584.68
2022-05-15,Eletrônicos,544,820.97,446607.68
2022-05-15,Esportes,201,332.66,66864.66
2022-05-15,Moda,643,172.51,110923.93
2022-05-16,Beleza,333,88.82,29577.06
2022-05-16,Casa & Jardim,190,255.61,48565.9
2022-05-16,Eletrônicos,245,862.35,211275.75
2022-05-16,Esportes,142,310.36,44071.12
2022-05-16,Moda,428,178.57,76427.96
2022-05-17,Beleza,356,87.65,31203.4
2022-05-17,Casa & Jardim,165,263.0,43395.0
2022-05-17,Eletrônicos,280,799.28,223798.4
2022-05-17,Esportes,157,298.1,46801.7
2022-05-17,Moda,388,187.17,72621.96
2022-05-18,Beleza,372,90.61,33706.92
2022-05-18,Casa & Jardim,206,272.71,56178.26
2022-05-18,Eletrônicos,358,853.03,305384.74
2022-05-18,Esportes,141,339.51,47870.91
2022-05-18,Moda,532,175.75,93499.0
2022-05-19,Beleza,426,98.59,41999.34
2022-05-19,Casa & Jardim,195,245.41,47854.95
2022-05-19,Eletrônicos,298,866.71,258279.58
2022-05-19,Esportes,166,342.32,56825.12
2022-05-19,Moda,570,189.83,108203.1
2022-05-20,Beleza,457,89.87,41070.59
2022-05-20,Casa & Jardim,251,250.36,62840.36
2022-05-20,Eletrônicos,398,793.61,315856.78
2022-05-20,Esportes,146,329.12,48051.52
2022-05-20,Moda,563,183.86,103513.18
2022-05-21,Beleza,407,101.99,41509.93
2022-05-21,Casa & Jardim,236,267.48,63125.28
2022-05-21,Eletrônicos,422,855.53,361033.66
2022-05-21,Esportes,246,312.01,76754.46
2022-05-21,Moda,611,169.24,103405.64
2022-05-22,Beleza,606,89.59,54291.54
2022-05-22,Casa & Jardim,216,241.56,52176.96
2022-05-22,Eletrônicos,382,868.69,331839.58
2022-05-22,Esportes,180,308.6,55548.0
2022-05-22,Moda,523,185.37,96948.51
2022-05-23,Beleza,358,87.53,31335.74
2022-05-23,Casa & Jardim,197,268.2,52835.4
2022-05-23,Eletrônicos,241,890.15,214526.15
2022-05-23,Esportes,125,296.92,37115.0
2022-05-23,Moda,518,167.61,86821.98
2022-05-24,Beleza,370,94.32,34898.4
2022-05-24,Casa & Jardim,183,247.25,45246.75
2022-05-24,Eletrônicos,304,818.83,248924.32
2022-05-24,Esportes,167,295.99,49430.33
2022-05-24,Moda,449,172.14,77290.86
2022-05-25,Beleza,375,95.27,35726.25
2022-05-25,Casa & Jardim,174,276.06,48034.44
2022-05-25,Eletrônicos,286,785.45,224638.7
2022-05-25,Esportes,181,321.91,58265.71
2022-05-25,Moda,446,189.71,84610.66
2022-05-26,Beleza,402,98.31,39520.62
2022-05-26,Casa & Jardim,231,276.46,63862.26
2022-05-26,Eletrônicos,321,912.92,293047.32
2022-05-26,Esportes,161,337.45,54329.45
2022-05-26,Moda,527,185.59,97805.93
2022-05-27,Beleza,449,94.13,42264.37
2022-05-27,Casa & Jardim,211,256.31,54081.41
2022-05-27,Eletrônicos,391,837.62,327509.42
2022-05-27,Esportes,173,306.54,53031.42
2022-05-27,Moda,456,180.36,82244.16
2022-05-28,Beleza,467,99.76,46587.92
2022-05-28,Casa & Jardim,248,249.21,61804.08
2022-05-28,Eletrônicos,467,805.57,376201.19
2022-05-28,Esportes,193,317.3,61238.9
2022-05-28,Moda,544,166.56,90608.64
2022-05-29,Beleza,561,96.34,54046.74
2022-05-29,Casa & Jardim,301,267.2,80427.2
2022-05-29,Eletrônicos,391,856.69,334965.79
2022-05-29,Esportes,204,322.77,65845.08
2022-05-29,Moda,556,174.35,96938.6
2022-05-30,Beleza,352,96.95,34126.4
2022-05-30,Casa & Jardim,212,273.49,57979.88
2022-05-30,Eletrônicos,285,879.19,250569.15
2022-05-30,Esportes,146,342.06,49940.76
2022-05-30,Moda,478,190.69,91149.82
2022-05-31,Beleza,337,100.02,33706.74
2022-05-31,Casa & Jardim,169,269.9,45613.1
2022-05-31,Eletrônicos,256,911.86,233436.16
2022-05-31,Esportes,139,342.2,47565.8
2022-05-31,Moda,444,187.66,83321.04
2022-06-01,Beleza,315,100.58,31682.7
2022-06-01,Casa & Jardim,190,254.2,48298.0
2022-06-01,Eletrônicos,342,882.35,301763.7
2022-06-01,Esportes,132,322.17,42526.44
2022-06-01,Moda,482,173.1,83434.2
2022-06-02,Beleza,367,97.57,35808.19
2022-06-02,Casa & Jardim,177,242.58,42936.66
2022-06-02,Eletrônicos,409,839.07,343179.63
2022-06-02,Esportes,132,294.44,38866.08
2022-06-02,Moda,528,191.73,101233.44
2022-06-03,Beleza,408,90.5,36924.0
2022-06-03,Casa & Jardim,258,280.49,72366.42
2022-06-03,Eletrônicos,405,815.69,330354.45
2022-06-03,Esportes,172,335.88,57771.36
2022-06-03,Moda,565,168.8,95372.0
2022-06-04,Beleza,357,96.93,34604.01
2022-06-04,Casa & Jardim,294,275.23,80917.62
2022-06-04,Eletrônicos,477,783.96,373948.92
2022-06-04,Esportes,201,341.23,68587.23
2022-06-04,Moda,749,178.48,133681.52
2022-06-05,Beleza,391,96.0,37536.0
2022-06-05,Casa & Jardim,324,251.24,81401.76
2022-06-05,Eletrônicos,370,797.79,295182.3
2022-06-05,Esportes,176,305.08,53694.08
2022-06-05,Moda,670,181.34,121497.8
2022-06-06,Beleza,264,101.33,26751.12
2022-06-06,Casa & Jardim,255,256.31,65359.05
2022-06-06,Eletrônicos,317,846.49,268337.33
2022-06-06,Esportes,133,325.31,43266.23
2022-06-06,Moda,431,176.56,76097.36
2022-06-07,Beleza,349,98.32,34313.68
2022-06-07,Casa & Jardim,174,256.98,44714.52
2022-06-07,Eletrônicos,318,795.31,252908.58
2022-06-07,Esportes,142,302.79,42996.18
2022-06-07,Moda,396,186.91,74016.36
2022-06-08,Beleza,584,96.31,56245.04
2022-06-08,Casa & Jardim,281,274.58,77156.98
2022-06-08,Eletrônicos,271,805.56,218306.76
2022-06-08,Esportes,171,318.13,54400.23
2022-06-08,Moda,575,192.04,110423.0
2022-06-09,Beleza,432,94.45,40802.4
2022-06-09,Casa & Jardim,213,247.58,52734.54
2022-06-09,Eletrônicos,365,841.0,306965.0
2022-06-09,Esportes,224,325.09,72820.16
2022-06-09,Moda,654,174.02,113809.08
2022-06-10,Beleza,575,91.14,52405.5
2022-06-10,Casa & Jardim,308,273.45,84222.6
2022-06-10,Eletrônicos,567,868.37,492365.79
2022-06-10,Esportes,237,309.9,73446.3
2022-06-10,Moda,644,191.83,123538.52
2022-06-11,Beleza,641,101.87,65298.67
2022-06-11,Casa & Jardim,362,262.34,94967.08
2022-06-11,Eletrônicos,449,788.16,353883.84
2022-06-11,Esportes,233,328.31,76496.23
2022-06-11,Moda,848,166.12,140869.76
2022-06-12,Beleza,700,95.5,66850.0
2022-06-12,Casa & Jardim,302,271.04,81854.08
2022-06-12,Eletrônicos,624,850.43,530668.32
2022-06-12,Esportes,265,300.96,79754.4
2022-06-12,Moda,821,193.33,158723.93
2022-06-13,Beleza,527,89.37,47097.99
2022-06-13,Casa & Jardim,233,249.73,58187.09
2022-06-13,Eletrônicos,329,898.48,295599.92
2022-06-13,Esportes,168,316.18,53118.24
2022-06-13,Moda,508,189.49,96260.92
2022-06-14,Beleza,606,93.11,56424.66
2022-06-14,Casa & Jardim,272,252.69,68731.68
2022-06-14,Eletrônicos,336,791.6,265977.6
2022-06-14,Esportes,199,307.82,61256.18
2022-06-14,Moda,626,173.71,108742.46
2022-06-15,Beleza,393,94.19,37016.67
2022-06-15,Casa & Jardim,210,267.34,56141.4
2022-06-15,Eletrônicos,325,869.37,282545.25
2022-06-15,Esportes,132,339.54,44819.28
2022-06-15,Moda,468,168.38,78801.84
2022-06-16,Beleza,358,99.23,35524.34
2022-06-16,Casa & Jardim,251,267.59,67165.09
2022-06-16,Eletrônicos,321,909.87,292068.27
2022-06-16,Esportes,149,325.83,48548.67
2022-06-16,Moda,577,172.57,99572.89
2022-06-17,Beleza,416,93.58,38929.28
2022-06-17,Casa & Jardim,279,263.13,73413.27
2022-06-17,Eletrônicos,343,860.26,295069.18
2022-06-17,Esportes,174,298.89,52006.86
2022-06-17,Moda,521,174.28,90799.88
2022-06-18,Beleza,481,101.48,48811.88
2022-06-18,Casa & Jardim,217,271.17,58843.89
2022-06-18,Eletrônicos,497,844.32,419627.04
2022-06-18,Esportes,235,328.16,77117.6
2022-06-18,Moda,576,182.83,105310.08
2022-06-19,Beleza,463,95.26,44105.38
2022-06-19,Casa & Jardim,245,248.61,60909.45
2022-06-19,Eletrônicos,348,856.2,297957.6
2022-06-19,Esportes,175,326.38,57116.5
2022-06-19,Moda,517,187.0,96679.0
2022-06-20,Beleza,456,88.68,40438.08
2022-06-20,Casa & Jardim,171,265.21,45350.91
2022-06-20,Eletrônicos,296,912.72,270165.12
2022-06-20,Esportes,130,299.67,38957.1
2022-06-20,Moda,385,166.99,64291.15
2022-06-21,Beleza,390,89.06,34733.4
2022-06-21,Casa & Jardim,206,270.28,55677.68
2022-06-21,Eletrônicos,313,905.13,283305.69
2022-06-21,Esportes,116,331.21,38420.36
2022-06-21,Moda,474,191.3,90676.2
2022-06-22,Beleza,314,102.08,32053.12
2022-06-22,Casa & Jardim,206,274.54,56555.24
2022-06-22,Eletrônicos,319,791.68,252545.92
2022-06-22,Esportes,184,307.15,56515.6
2022-06-22,Moda,550,170.94,94017.0
2022-06-23,Beleza,419,91.13,38183.47
2022-06-23,Casa & Jardim,183,241.07,44115.81
2022-06-23,Eletrônicos,296,825.38,244312.48
2022-06-23,Esportes,152,311.01,47273.52
2022-06-23,Moda,457,188.48,86135.36
2022-06-24,Beleza,393,98.31,38635.83
2022-06-24,Casa & Jardim,210,259.11,54413.1
2022-06-24,Eletrônicos,335,798.07,267353.45
2022-06-24,Esportes,195,340.34,66366.3
2022-06-24,Moda,512,166.6,85299.2
2022-06-25,Beleza,555,96.74,53690.7
2022-06-25,Casa & Jardim,309,277.84,85852.56
2022-06-25,Eletrônicos,456,876.76,399802.56
2022-06-25,Esportes,183,320.93,58730.19
2022-06-25,Moda,602,167.43,100792.86
2022-06-26,Beleza,573,100.97,57855.81
2022-06-26,Casa & Jardim,248,239.77,59462.96
2022-06-26,Eletrônicos,451,881.97,397768.47
2022-06-26,Esportes,182,339.42,61774.44
2022-06-26,Moda,675,189.54,127939.5
2022-06-27,Beleza,364,91.17,33185.88
2022-06-27,Casa & Jardim,153,242.59,37116.27
2022-06-27,Eletrônicos,313,891.27,278967.51
2022-06-27,Esportes,143,295.07,42195.01
2022-06-27,Moda,392,168.3,65973.6
2022-06-28,Beleza,337,102.42,34515.54
2022-06-28,Casa & Jardim,165,262.0,43230.0
2022-06-28,Eletrônicos,264,884.08,233397.12
2022-06-28,Esportes,138,311.91,43043.58
2022-06-28,Moda,435,191.8,83433.0
2022-06-29,Beleza,457,97.81,44699.17
2022-06-29,Casa & Jardim,251,246.47,61863.97
2022-06-29,Eletrônicos,289,891.73,257709.97
2022-06-29,Esportes,159,341.72,54333.48
2022-06-29,Moda,504,190.91,96218.64
2022-06-30,Beleza,364,90.62,32985.68
2022-06-30,Casa & Jardim,232,279.36,64811.52
2022-06-30,Eletrônicos,319,832.59,265596.21
2022-06-30,Esportes,153,322.51,49344.03
2022-06-30,Moda,492,182.07,89578.44
2022-07-01,Beleza,379,93.65,35493.35
2022-07-01,Casa & Jardim,186,241.3,44881.8
2022-07-01,Eletrônicos,341,887.59,302668.19
2022-07-01,Esportes,153,305.63,46761.39
2022-07-01,Moda,352,174.73,61504.96
2022-07-02,Beleza,425,90.96,38658.0
2022-07-02,Casa & Jardim,253,262.66,66452.98
2022-07-02,Eletrônicos,410,898.74,368483.4
2022-07-02,Esportes,229,331.63,75943.27
2022-07-02,Moda,604,178.12,107584.48
2022-07-03,Beleza,464,92.55,42943.2
2022-07-03,Casa & Jardim,273,260.01,70982.73
2022-07-03,Eletrônicos,369,840.34,310085.46
2022-07-03,Esportes,161,294.44,47404.84
2022-07-03,Moda,582,191.3,111336.6
2022-07-04,Beleza,360,87.51,31503.6
2022-07-04,Casa & Jardim,148,277.36,41049.28
2022-07-04,Eletrônicos,311,796.02,247562.22
2022-07-04,Esportes,122,296.34,36153.48
2022-07-04,Moda,481,178.37,85795.97
2022-07-05,Beleza,379,89.63,33969.77
2022-07-05,Casa & Jardim,199,256.11,50965.89
2022-07-05,Eletrônicos,300,904.75,271425.0
2022-07-05,Esportes,116,300.7,34881.2
2022-07-05,Moda,479,182.64,87484.56
2022-07-06,Beleza,381,89.83,34225.23
2022-07-06,Casa & Jardim,196,251.4,49274.4
2022-07-06,Eletrônicos,337,825.53,278203.61
2022-07-06,Esportes,149,307.56,45826.44
2022-07-06,Moda,489,185.84,90875.76
2022-07-07,Beleza,393,88.08,34615.44
2022-07-07,Casa & Jardim,176,261.06,45946.56
2022-07-07,Eletrônicos,299,903.79,270233.21
2022-07-07,Esportes,149,295.47,44025.03
2022-07-07,Moda,435,168.6,73341.0
2022-07-08,Beleza,487,96.86,47170.82
2022-07-08,Casa & Jardim,233,272.16,63413.28
2022-07-08,Eletrônicos,350,911.28,318948.0
2022-07-08,Esportes,157,306.17,48068.69
2022-07-08,Moda,402,176.67,71021.34
2022-07-09,Beleza,424,99.1,42018.4
2022-07-09,Casa & Jardim,257,267.34,68706.38
2022-07-09,Eletrônicos,379,859.99,325936.21
2022-07-09,Esportes,164,320.82,52614.48
2022-07-09,Moda,723,192.98,139524.54
2022-07-10,Beleza,395,99.73,39393.35
2022-07-10,Casa & Jardim,255,251.51,64135.05
2022-07-10,Eletrônicos,343,821.88,281904.84
2022-07-10,Esportes,183,312.55,57196.65
2022-07-10,Moda,536,182.9,98034.4
2022-07-11,Beleza,376,93.58,35186.08
2022-07-11,Casa & Jardim,185,239.25,44261.25
2022-07-11,Eletrônicos,363,826.7,300092.1
2022-07-11,Esportes,149,313.91,46772.59
2022-07-11,Moda,411,183.86,75566.46
2022-07-12,Beleza,333,99.13,33010.29
2022-07-12,Casa & Jardim,158,266.73,42143.34
2022-07-12,Eletrônicos,314,889.65,279350.1
2022-07-12,Esportes,157,317.52,49850.64
2022-07-12,Moda,484,167.64,81137.76
2022-07-13,Beleza,402,101.2,40682.4
2022-07-13,Casa & Jardim,171,265.56,45410.76
2022-07-13,Eletrônicos,318,889.39,282826.02
2022-07-13,Esportes,127,338.26,42959.02
2022-07-13,Moda,382,179.21,68458.22
2022-07-14,Beleza,369,88.73,32741.37
2022-07-14,Casa & Jardim,187,269.52,50400.24
2022-07-14,Eletrônicos,298,789.83,235369.34
2022-07-14,Esportes,139,323.11,44912.29
2022-07-14,Moda,368,166.91,61422.88
2022-07-15,Beleza,389,99.64,38759.96
2022-07-15,Casa & Jardim,218,252.66,55079.88
2022-07-15,Eletrônicos,303,856.74,259592.22
2022-07-15,Esportes,169,299.27,50576.63
2022-07-15,Moda,463,193.58,89627.54
2022-07-16,Beleza,514,100.32,51564.48
2022-07-16,Casa & Jardim,269,253.46,68180.74
2022-07-16,Eletrônicos,434,829.72,360098.48
2022-07-16,Esportes,175,304.96,53368.0
2022-07-16,Moda,513,175.14,89846.82
2022-07-17,Beleza,476,88.16,41964.16
2022-07-17,Casa & Jardim,308,244.8,75398.4
2022-07-17,Eletrônicos,373,797.92,297624.16
2022-07-17,Esportes,154,339.28,52249.12
2022-07-17,Moda,463,183.19,84816.97
2022-07-18,Beleza,350,89.68,31388.0
2022-07-18,Casa & Jardim,187,243.5,45534.5
2022-07-18,Eletrônicos,297,866.08,257225.76
2022-07-18,Esportes,132,325.41,42954.12
2022-07-18,Moda,405,173.68,70340.4
2022-07-19,Beleza,452,97.21,43938.92
2022-07-19,Casa & Jardim,190,255.92,48624.8
2022-07-19,Eletrônicos,255,795.75,202916.25
2022-07-19,Esportes,112,329.82,36939.84
2022-07-19,Moda,399,165.76,66138.24
2022-07-20,Beleza,415,87.66,36378.9
2022-07-20,Casa & Jardim,207,244.12,50532.84
2022-07-20,Eletrônicos,298,791.9,235986.2
2022-07-20,Esportes,154,323.5,49819.0
2022-07-20,Moda,351,165.82,58202.82
2022-07-21,Beleza,406,97.52,39593.12
2022-07-21,Casa & Jardim,210,239.2,50232.0
2022-07-21,Eletrônicos,282,893.77,252043.14
2022-07-21,Esportes,137,316.9,43415.3
2022-07-21,Moda,416,188.71,78503.36
2022-07-22,Beleza,426,99.9,42557.4
2022-07-22,Casa & Jardim,195,249.79,48709.05
2022-07-22,Eletrônicos,319,793.54,253139.26
2022-07-22,Esportes,159,336.42,53490.78
2022-07-22,Moda,446,182.08,81207.68
2022-07-23,Beleza,482,94.39,45495.98
2022-07-23,Casa & Jardim,293,239.74,70243.82
2022-07-23,Eletrônicos,397,916.18,363723.46
2022-07-23,Esportes,168,325.86,54744.48
2022-07-23,Moda,445,192.43,85631.35
2022-07-24,Beleza,455,94.98,43215.9
2022-07-24,Casa & Jardim,281,279.04,78410.24
2022-07-24,Eletrônicos,319,892.54,284720.26
2022-07-24,Esportes,180,300.47,54084.6
2022-07-24,Moda,556,177.03,98428.68
2022-07-25,Beleza,361,95.05,34313.05
2022-07-25,Casa & Jardim,185,262.73,48605.05
2022-07-25,Eletrônicos,239,910.83,217688.37
2022-07-25,Esportes,157,295.1,46330.7
2022-07-25,Moda,420,168.88,70929.6
2022-07-26,Beleza,321,99.03,31788.63
2022-07-26,Casa & Jardim,159,262.03,41662.77
2022-07-26,Eletrônicos,251,887.69,222810.19
2022-07-26,Esportes,148,334.86,49559.28
2022-07-26,Moda,361,175.54,63369.94
2022-07-27,Beleza,313,97.25,30439.25
2022-07-27,Casa & Jardim,187,255.01,47686.87
2022-07-27,Eletrônicos,283,857.94,242797.02
2022-07-27,Esportes,121,309.54,37454.34
2022-07-27,Moda,476,179.81,85589.56
2022-07-28,Beleza,371,90.02,33397.42
2022-07-28,Casa & Jardim,160,249.2,39872.0
2022-07-28,Eletrônicos,332,797.12,264643.84
2022-07-28,Esportes,103,315.42,32488.26
2022-07-28,Moda,434,185.83,80650.22
2022-07-29,Beleza,436,89.79,39148.44
2022-07-29,Casa & Jardim,261,243.15,63462.15
2022-07-29,Eletrônicos,332,849.0,281868.0
2022-07-29,Esportes,158,306.25,48387.5
2022-07-29,Moda,448,177.75,79632.0
2022-07-30,Beleza,540,102.03,55096.2
2022-07-30,Casa & Jardim,231,246.56,56955.36
2022-07-30,Eletrônicos,386,789.66,304808.76
2022-07-30,Esportes,177,297.23,52609.71
2022-07-30,Moda,465,177.44,82509.6
2022-07-31,Beleza,431,96.93,41776.83
2022-07-31,Casa & Jardim,237,280.27,66423.99
2022-07-31,Eletrônicos,368,798.16,293722.88
2022-07-31,Esportes,173,304.54,52685.42
2022-07-31,Moda,567,183.11,103823.37
2022-08-01,Beleza,373,91.25,34036.25
2022-08-01,Casa & Jardim,228,275.54,62823.12
2022-08-01,Eletrônicos,311,883.46,274756.06
2022-08-01,Esportes,133,312.72,41591.76
2022-08-01,Moda,458,174.51,79925.58
2022-08-02,Beleza,382,102.28,39070.96
2022-08-02,Casa & Jardim,138,280.62,38725.56
2022-08-02,Eletrônicos,262,861.34,225671.08
2022-08-02,Esportes,120,294.83,35379.6
2022-08-02,Moda,393,173.02,67996.86
2022-08-03,Beleza,404,95.03,38392.12
2022-08-03,Casa & Jardim,229,252.8,57891.2
2022-08-03,Eletrônicos,302,820.86,247899.72
2022-08-03,Esportes,191,327.87,62623.17
2022-08-03,Moda,449,167.31,75122.19
2022-08-04,Beleza,477,89.41,42648.57
2022-08-04,Casa & Jardim,212,251.92,53407.04
2022-08-04,Eletrônicos,332,900.13,298843.16
2022-08-04,Esportes,188,314.22,59073.36
2022-08-04,Moda,553,168.9,93401.7
2022-08-05,Beleza,429,95.71,41059.59
2022-08-05,Casa & Jardim,281,267.58,75189.98
2022-08-05,Eletrônicos,367,792.04,290678.68
2022-08-05,Esportes,161,297.17,47844.37
2022-08-05,Moda,573,176.65,101220.45
2022-08-06,Beleza,458,93.75,42937.5
2022-08-06,Casa & Jardim,234,252.31,59040.54
2022-08-06,Eletrônicos,409,857.32,350643.88
2022-08-06,Esportes,197,317.81,62608.57
2022-08-06,Moda,454,169.09,76766.86
2022-08-07,Beleza,506,100.37,50787.22
2022-08-07,Casa & Jardim,269,244.54,65781.26
2022-08-07,Eletrônicos,403,867.6,349642.8
2022-08-07,Esportes,214,299.76,64148.64
2022-08-07,Moda,530,177.67,94165.1
2022-08-08,Beleza,453,100.7,45617.1
2022-08-08,Casa & Jardim,215,263.27,56603.05
2022-08-08,Eletrônicos,398,876.62,348894.76
2022-08-08,Esportes,180,336.52,60573.6
2022-08-08,Moda,531,167.91,89160.21
2022-08-09,Beleza,429,89.36,38335.44
2022-08-09,Casa & Jardim,265,270.54,71693.1
2022-08-09,Eletrônicos,469,861.47,404029.43
2022-08-09,Esportes,162,310.61,50318.82
2022-08-09,Moda,526,175.82,92481.32
2022-08-10,Beleza,447,96.87,43300.89
2022-08-10,Casa & Jardim,280,275.51,77142.8
2022-08-10,Eletrônicos,350,904.56,316596.0
2022-08-10,Esportes,155,314.89,48807.95
2022-08-10,Moda,563,185.15,104239.45
2022-08-11,Beleza,511,92.81,47425.91
2022-08-11,Casa & Jardim,314,264.96,83197.44
2022-08-11,Eletrônicos,516,819.72,422975.52
2022-08-11,Esportes,188,335.44,63062.72
2022-08-11,Moda,601,176.02,105788.02
2022-08-12,Beleza,514,97.12,49919.68
2022-08-12,Casa & Jardim,287,246.96,70877.52
2022-08-12,Eletrônicos,406,807.58,327877.48
2022-08-12,Esportes,184,317.01,58329.84
2022-08-12,Moda,636,183.92,116973.12
2022-08-13,Beleza,695,90.98,63231.1
2022-08-13,Casa & Jardim,422,274.56,115864.32
2022-08-13,Eletrônicos,397,861.38,341967.86
2022-08-13,Esportes,280,330.55,92554.0
2022-08-13,Moda,737,191.9,141430.3
2022-08-14,Beleza,679,89.33,60655.07
2022-08-14,Casa & Jardim,286,247.36,70744.96
2022-08-14,Eletrônicos,473,792.57,374885.61
2022-08-14,Esportes,237,319.51,75723.87
2022-08-14,Moda,811,186.45,151210.95
2022-08-15,Beleza,391,100.57,39322.87
2022-08-15,Casa & Jardim,191,263.56,50339.96
2022-08-15,Eletrônicos,313,824.1,257943.3
2022-08-15,Esportes,151,323.94,48914.94
2022-08-15,Moda,447,169.07,75574.29
2022-08-16,Beleza,320,93.9,30048.0
2022-08-16,Casa & Jardim,165,261.72,43183.8
2022-08-16,Eletrônicos,363,892.68,324042.84
2022-08-16,Esportes,132,305.72,40355.04
2022-08-16,Moda,363,165.94,60236.22
2022-08-17,Beleza,394,89.85,35400.9
2022-08-17,Casa & Jardim,202,261.84,52891.68
2022-08-17,Eletrônicos,276,905.89,250025.64
2022-08-17,Esportes,161,296.66,47762.26
2022-08-17,Moda,447,177.75,79454.25
2022-08-18,Beleza,447,89.01,39787.47
2022-08-18,Casa & Jardim,183,248.92,45552.36
2022-08-18,Eletrônicos,337,893.87,301234.19
2022-08-18,Esportes,139,345.2,47982.8
2022-08-18,Moda,449,182.22,81816.78
2022-08-19,Beleza,492,95.09,46784.28
2022-08-19,Casa & Jardim,263,240.93,63364.59
2022-08-19,Eletrônicos,306,908.85,278108.1
